524,1,5.63,Jayapura
532,1,9.28,Layog
533,1,1.78,Sidaohezi
547,1,2.69,Coolock
549,1,0.25,Dorupare
554,1,2.46,Tuohua
558,1,3.05,Hengqiao
561,1,0.99,Zaragoza
565,1,1.46,"Ban Na Muang"
574,1,7.97,Leeuwarden
575,1,1.99,Montbrison
577,1,6.01,?yrardów
580,1,6.19,Poja
589,1,3.67,Ashcroft
601,1,4.18,Siqu
610,1,3.04,Gaolong
617,1,5.76,Fucha
624,1,4.33,Yoshkar-Ola
630,1,5.69,Kálymnos
631,1,2.88,Meiyuan
635,1,0.65,Tafraout
637,1,3.92,Liusi
645,1,7.94,Canela
651,1,7.42,Sabaneta
653,1,8.4,Ostuncalco
656,1,7.24,Iralaya
657,1,4.97,"San Isidro"
658,1,5.57,"San Martín Zapotitlán"
659,1,4.11,Pécs
673,1,5.74,Fengshan
678,1,6.68,"Santa Rosa de Copán"
683,1,6.85,Huanuni
693,1,3.67,Linköping
694,1,5.83,Urozhaynoye
702,1,0.97,Ludvika
719,1,7.78,Qarqaraly
721,1,3.01,Necochea
724,1,7.74,Toulouse
726,1,5.61,"‘Al?qahd?r? Kir?n wa Munj?n"
727,1,2.39,Mainri
734,1,9.58,Shypyntsi
754,1,6.06,Norfolk
757,1,3.2,Stockholm
767,1,9.54,Khlevnoye
784,1,1.86,Mauloo
796,1,8.19,Tangkil
801,1,9.78,Tielong
809,1,7.81,Daban
822,1,6.03,Ayagoz
826,1,1.44,Yacheng
829,1,8.39,Ostrowite
844,1,0.15,Capiíbary
848,1,9.08,I?owa
862,1,6.7,"E? ?aiyiba"
868,1,4.14,"Torres Novas"
869,1,1.25,Tbilisskaya
870,1,6.15,Patsi
874,1,0.6,Glubokiy
887,1,6.74,Pöytyä
890,1,0.34,Oguta
894,1,7.65,F?q?s
897,1,2.31,Zhubei
900,1,3.72,Zouérat
906,1,4.1,Oviedo
911,1,7.51,Yurkivka
916,1,0.84,"Porto Seguro"
923,1,0.73,Antopal’
924,1,4.3,Ntonggu
925,1,0.71,Dongyuan
928,1,0.14,Abha
935,1,5.25,Semboropasar
948,1,1.42,Mashi
951,1,9.74,Trzebunia
952,1,8.92,B?laevo
953,1,2.97,Forshaga
960,1,3.05,Lityn
961,1,7.39,"La Virgen"
962,1,0.16,Castanheira
963,1,9.49,Daingean
970,1,6.98,"San Pedro"
972,1,4.91,Hongsi
977,1,6.67,Riosucio
1000,1,0.24,Itoigawa
2,2,9.7,Guacarí
3,2,2.1,Vuzenica
4,2,7.89,Xingang
6,2,7.64,Bethanie
10,2,8.38,Centenary
11,2,2.63,"Santa María del Real"
18,2,0.54,"Amado Nervo"
19,2,5.68,"San Fernando"
24,2,0.43,Leribe
40,2,4.08,Nagua
41,2,1.21,Vallecillo
46,2,8.72,Jackson
66,2,5.03,Sokolac
73,2,4.17,"Herzliya Pituah"
74,2,9.32,Calape
83,2,6.49,Daping
89,2,9.95,Zyuzino
101,2,1.36,Isiro
104,2,8.35,Pont-Rouge
107,2,8.05,Sandefjord
108,2,5.33,Kongsvinger
115,2,8.74,Hastings
117,2,6.59,Yanmen
130,2,0.1,"Old Kilcullen"
139,2,4.71,Huanglong
148,2,8.2,Apóstoles
154,2,4.5,Älvsbyn
159,2,6.66,'s-Hertogenbosch
163,2,5.63,Goragorskiy
168,2,0.07,Xindian
169,2,7.06,"Bununu Kasa"
182,2,5.69,Frederiksberg
183,2,9.39,Sampaio
188,2,5.91,Luha?ovice
190,2,2.88,Rasshevatskaya
191,2,4.19,Setúbal
201,2,8.03,Lagyná
206,2,1.13,Biskamzha
207,2,6.29,Nanyang
216,2,1.4,Quivilla
221,2,6.56,Betioky
222,2,8.13,"Yizhang Chengguanzhen"
235,2,9.9,Muricay
242,2,2.11,Ailuk
246,2,1.56,Buenavista
254,2,1.94,Jönköping
256,2,2.29,Haarlem
257,2,7.73,Sydney
258,2,7.27,Sudislavl’
260,2,7.32,Skien
262,2,3.29,Midland
264,2,6.15,Skuodas
280,2,4.58,Domoni
283,2,0.06,Tamboril
286,2,2.4,Xiache
297,2,8.73,Kayar
307,2,6.91,Kharagauli
323,2,2.03,Yangdu
325,2,9.27,Komyshuvakha
328,2,1.65,Taodian
331,2,1.32,T?emošnice
333,2,7.17,Huanghuai
335,2,3.32,Longhua
337,2,0.34,Kikinda
347,2,7.55,"Jorowaru Daya"
348,2,0.45,Dzhiginka
351,2,5.07,Lugovskoy
359,2,5.81,Baishan
360,2,7.41,"Sankt Lorenzen im Mürztal"
362,2,2.2,Kikinda
366,2,6.76,Stockholm
368,2,0.75,Panguipulli
378,2,5.12,Busalangga
380,2,1.11,Chapultepec
385,2,9.3,Borgustanskaya
386,2,6.03,Charxin
391,2,9.7,Berezanka
399,2,6.8,Blois
400,2,6.92,Sawo
401,2,4.98,Pampanito
406,2,3.25,Yumendong
418,2,3.26,"Qal‘at B?shah"
421,2,7.32,Cikiray
422,2,2.87,"Wang Noi"
425,2,7.94,Chenôve
426,2,1.71,Skoki
429,2,6.1,Linköping
431,2,9.32,Ashikaga
436,2,8.19,Norwalk
443,2,9.65,Barueri
447,2,3.08,"Mê Linh"
460,2,2.45,Zavolzh’ye
461,2,8.78,"?uk?mat-e Sh?nka?"
462,2,8.86,Antaparco
476,2,1.04,Barrouallie
479,2,5.01,Nanuque
483,2,6.58,Pedrulheira
484,2,4.04,Candelaria
485,2,5.48,"Colonia Mauricio José Troche"
488,2,3.98,"Aguas Corrientes"
497,2,2.97,Wuling
501,2,7.27,Ainaro
502,2,4.63,Persen
506,2,4.16,Digos
508,2,9.3,Gómfoi
521,2,3.42,Södertälje
528,2,5.78,Sarkanjut
529,2,5.53,Porciúncula
537,2,9.09,Mukhen
540,2,5.01,"Ž?ár nad Sázavou"
550,2,3.27,Kurn?z
563,2,6.56,Baraba
564,2,8.15,Anyuan
568,2,1.87,Lyuban’
573,2,3.85,Xiaozhen
581,2,0.3,Shuhe
583,2,0.36,Fukuroi
590,2,8.8,Kharabali
592,2,6.86,Letsheng
597,2,0.19,Huanipaca
600,2,2.44,"Gadžin Han"
602,2,8.73,Pakuranga
604,2,9.05,Amfíkleia
609,2,6.12,Kilafors
613,2,9.31,Pelabuhanratu
634,2,9.02,Forestville
642,2,8.94,Mizhou
643,2,7.18,"Paris 11"
654,2,7.39,Rob?t
665,2,0.03,Huangdu
668,2,1.58,Tuqiao
670,2,4.01,Huliao
672,2,3.96,Billdal
674,2,7.75,Edéa
687,2,2.28,Sepanjang
688,2,8.51,Sel’tso
690,2,1.23,Clermont-Ferrand
696,2,3.73,?dilpur
700,2,3.82,"Usa River"
701,2,4.16,Tarq?my?
705,2,1.15,"San Antonio"
709,2,7.24,Binzhou
716,2,5.89,"La Purisima"
717,2,4.34,Bukid
718,2,6.93,Rongkou
725,2,8.71,Jingmao
731,2,5.27,Nikolayevka
733,2,6.41,Selce
739,2,0.48,Silongin
743,2,4.83,Tipaz
752,2,2.08,Hongwei
758,2,9.9,Gur’yevsk
759,2,5.9,"Villa Bustos"
762,2,7.57,Shanghu
764,2,7.23,Alacaygan
768,2,0.9,Piedecuesta
788,2,3.73,Tópaga
795,2,8.45,Maardu
805,2,7.9,Mercedes
806,2,9.67,Shing?
807,2,3.2,Sarpang
811,2,7.16,Leduc
815,2,2.68,"Aserrío de Gariché"
818,2,4.28,Guazacapán
821,2,9.12,Jixi
823,2,9.89,Paledang
825,2,2.52,A?a
836,2,8.29,Quchomo
837,2,2.66,Dzvinogrud
845,2,2.19,"Nank?na S?hib"
853,2,3.66,Ngilengan
854,2,8.07,Zaria
858,2,4.76,Kruševac
863,2,1.91,Marseille
866,2,9.32,Klumbu
871,2,6.8,Kuching
872,2,8.28,Piracaia
876,2,7.11,Kulun
877,2,2.74,"As Sal?"
881,2,1.29,Newark
891,2,3.51,"Krajan Baru"
893,2,0.29,Lacabamba
901,2,7.81,Savannah
904,2,2.24,Lichinga
909,2,6.55,P’y?ngs?ng
910,2,3.25,Linquan
918,2,8.06,Otradnoye
930,2,0.51,Diffa
932,2,1.61,Paritjunus
933,2,3.86,Payao
945,2,1.49,Sanrao
946,2,6.39,Kolokani
947,2,3.09,Normanton
949,2,7.68,"Los Angeles"
956,2,5.15,Sangba
959,2,7.56,Naga
971,2,2.79,"May Pen"
975,2,8.44,"Marsh Harbour"
976,2,6.31,Shangtianba
980,2,6.12,Pawili
983,2,7.85,Malaryta
987,2,8.01,Paynjuwayn
989,2,9.15,Bugko
990,2,3.6,"Orange Walk"
991,2,3.92,Ligonggang
994,2,9.51,"Velyka Mykhaylivka"
995,2,3.06,Jutrosin
996,2,2.06,Youghal
998,2,6.45,Muromtsevo
1,3,7.39,Mbomba
5,3,6.58,Klyuchevskiy
12,3,4.07,Lindesberg
13,3,5.78,Soko
15,3,8.76,Kolno
16,3,0.93,Guocun
28,3,8.44,Hadyach
30,3,3.75,Jitian
37,3,1.35,Jawhar
38,3,2.79,"Verkhniye Achaluki"
45,3,3.84,Digby
48,3,2.58,"Velké Pavlovice"
58,3,2.78,"Zlatni Pyasatsi"
62,3,1.09,Taraan
78,3,8.8,"Las Vegas"
80,3,2.51,Qiaotou
84,3,9.64,Beira
86,3,4.42,Zwierzy?
87,3,9.86,Kaédi
93,3,0.27,Kesha
94,3,7.06,"??qchah Kh?nah"
105,3,9.72,Jiatou
106,3,1.29,Titiakar
109,3,9.81,Gaotieling
113,3,9.17,Caimitillo
119,3,5.69,Huurch
120,3,3.41,"Desa Baregbeg"
136,3,1.58,Angao
140,3,5.89,Causwagan
144,3,9.47,Reims
151,3,2.1,Luhans’ke
153,3,0.38,Sunchales
171,3,9.68,Revolucion
177,3,9.99,Senangkhanikhom
180,3,8.15,"Ma ?a Gui"
181,3,7.38,Gurinai
186,3,5.35,Indulang
195,3,5.48,Mah?n
200,3,0.06,Somorpenang
209,3,6.05,"Páno Polemídia"
210,3,7.87,Arboleda
211,3,8.86,Marquard
212,3,1.61,"Ribeirão Preto"
220,3,0.52,Bodø
224,3,0.9,Debesy
226,3,7.37,"Puerto Francisco de Orellana"
233,3,2.28,"Baru Timur"
243,3,1.68,Sanli
249,3,4.98,"Kapiri Mposhi"
251,3,6.34,Shamanka
261,3,7.38,Saint-Lin-Laurentides
266,3,9.8,"Colonia Mauricio José Troche"
268,3,4.83,"Pakapasan Girang"
269,3,1.81,Kriel
279,3,8.52,Sitrah
281,3,6.31,Oktyabr’sk
284,3,6.19,Sakassou
285,3,3.23,"Bella Unión"
287,3,4.68,Alua
292,3,3.44,"La Banda"
293,3,3.34,Igunga
295,3,6.38,Houxiang
298,3,7.21,Tsowkêy
312,3,3.55,Pilcuyo
329,3,6.39,Luján
338,3,2.5,Tindog
340,3,5.33,Mont-Dore
350,3,4.85,Charleston
352,3,9.55,Nato
354,3,5.66,Hoorn
361,3,9.66,Clarines
367,3,5.71,Nebug
369,3,0.78,Ma?kovec
371,3,6.66,Guarenas
377,3,9.86,Quintão
382,3,1.96,Arinos
388,3,3.19,"San Francisco"
389,3,5.05,Adraskan
403,3,9.58,Zgurovka
405,3,4.96,Patía
411,3,5.64,Šoštanj
412,3,7.2,Ticllos
416,3,8.43,"Mina de São Domingos"
419,3,4.65,Nyaunglebin
424,3,3.98,Cimuncang
432,3,9.9,Binjiang
435,3,3.86,Miskindzha
442,3,3.02,Bacnar
458,3,6.3,"B?ng S?n"
459,3,3.53,Bethal
467,3,3.8,"St. Catharines"
471,3,5.74,Tobruk
478,3,5.3,G’uzor
482,3,9.7,Tsyurupyns’k
487,3,0.47,Salto
491,3,4.87,Giedlarowa
493,3,8.97,Lesichevo
498,3,2.34,Shunling
511,3,8.3,"Paris 11"
513,3,3.52,Koh?t
517,3,9.99,Taketoyo
525,3,2.18,Luodian
534,3,3.43,Kerm?nsh?h
538,3,6.55,Novovoronezh
539,3,7.58,Zhonghualu
543,3,0.08,Yasenevo
548,3,1.41,"Fengtai Chengguanzhen"
551,3,7.57,Tanumshede
553,3,7.54,"V? Th?"
555,3,2.52,Smi?ice
559,3,8.66,Jatisari
562,3,6.3,Takatsuki
571,3,0.96,Abbeville
582,3,3.91,Rupe
585,3,4.25,Kuantan
586,3,8.86,Danao
591,3,2.12,Askim
595,3,2.6,Cañas
606,3,4.19,Kiruru
616,3,3.71,Huacrachuco
618,3,8,Asempapan
620,3,5.98,Qorao’zak
621,3,7.02,Totness
625,3,8.39,Heling
629,3,3.56,Maslog
639,3,2.5,Xinying
641,3,0.97,Yanwukou
644,3,4.54,Shirokovskiy
647,3,3.58,Zaqatala
649,3,3.85,Tapilon
655,3,3.4,"Al Manqaf"
660,3,0.34,"Le Cannet"
663,3,0.59,Leskovac
664,3,0.67,Akriní
669,3,9.58,Albania
675,3,4.11,Haizhouwobao
676,3,7.3,Mao
679,3,3.8,Savannakhét
680,3,2.46,Shiniujiang
692,3,6.42,Dayin
695,3,6.02,Malabang
697,3,8.88,Misawa
703,3,3.85,Huaniao
706,3,3.82,Quanshang
710,3,3.3,Paobokol
723,3,9.73,Kendayakan
729,3,5.96,"San Vicente"
732,3,1.57,Niaojin
735,3,6.17,Ombarade
736,3,5.94,Zaslawye
737,3,4.52,Bezerros
740,3,9,Tabalosos
744,3,1.87,"Sing Buri"
749,3,7.68,Charyshskoye
751,3,9.24,Oujiangcha
760,3,5.28,Zhutuo
765,3,5.05,Vilhelmina
783,3,1.12,Dzwola
789,3,0.65,Calape
803,3,0.79,Yuanqian
813,3,9.19,"Las Palmas"
816,3,4.12,Villach
820,3,1.77,Lokolande
831,3,0.04,Val-d'Or
833,3,0.46,"Poja Nae"
835,3,5.02,Strelka
847,3,9.51,Yessentuki
851,3,6.52,Vatutine
856,3,7.46,Boulogne-Billancourt
861,3,9.35,Neglasari
864,3,8.28,Toktogul
865,3,0.94,Tallb?sah
878,3,0.94,"Benito Juarez"
879,3,4.75,Seupakat
880,3,6.68,Dongfu
884,3,5.68,"Bang Racham"
896,3,1.73,Huaqiao
898,3,1.76,Xiongbei
907,3,5.29,Oslo
913,3,7.51,Yongshan
914,3,7.59,Dawe
917,3,0.52,Fougamou
920,3,9.16,Dongxiao
927,3,3.37,Topdac
934,3,7.16,"Al Midyah"
938,3,3.44,Zengfu
940,3,6.55,"Ponyri Vtoryye"
942,3,6.48,Tarakan
954,3,6.63,Ho?oby
965,3,1.76,Tiecun
969,3,4.39,Kajisara
974,3,9.17,Solnechnoye
978,3,9.79,Machagai
988,3,8.57,Huangtan
992,3,3.11,Baiyanghe
993,3,1.64,Sujitan
1,4,6.92,Telsen
17,4,4.53,Azurduy
25,4,7.75,"Belyye Stolby"
29,4,1.74,Salimbalan
31,4,1.78,Sahnaiya
39,4,1.73,"Praia da Tocha"
44,4,1.29,Ciawi
51,4,3.19,Kondinskoye
55,4,9.24,Zhoujiadian
60,4,5.19,Harian
61,4,1.62,Trelleborg
68,4,0.08,Couva
70,4,5,Pangkalanbunut
72,4,0.81,Lac-Brome
75,4,9.2,Stodolishche
81,4,9.94,Neepawa
82,4,8.45,Maulawin
91,4,6.57,Fushëkuqe
92,4,8.7,Chambéry
95,4,6.33,Lubei
96,4,4.35,Yangsan
97,4,4.12,Pelem
100,4,3.06,Xiabuji
102,4,0.67,?kawa
103,4,6.7,Seropédica
110,4,9.61,Tyresö
111,4,3.99,Baltimore
112,4,9.61,"Qohord-e B?l?"
122,4,2.42,Pilar
124,4,8.06,Toyokawa
126,4,8.29,"Th? Tr?n Tam S?n"
132,4,2.26,Xinbu
133,4,3.42,Pryvol’ny
142,4,2.29,Pretana
145,4,5.72,Laguilayan
155,4,3.83,Limoncito
157,4,9.44,"Lauro de Freitas"
167,4,1.36,Socorro
170,4,2.18,Stockholm
176,4,9.68,Dagang
187,4,0.99,Bagjasari
189,4,7.33,Ivanovka
193,4,8.42,?abieniec
194,4,3.17,Batticaloa
197,4,5.37,"Nové Sedlo"
199,4,5.77,Faleula
203,4,2.55,Gambut
213,4,4.28,Ruda-Huta
229,4,5.11,Narutoch?-mitsuishi
231,4,5.13,"Sasnovy Bor"
244,4,2.59,Koronadal
247,4,3.9,Yinxi
248,4,0.42,Jianjun
259,4,6.73,"Bang Na"
263,4,8.01,Bilice
270,4,4.79,Suwaluh
272,4,2.05,Shataping
273,4,1.28,Orikhiv
277,4,9.84,Gjilan
282,4,4.07,Heshi
289,4,0.06,Taunoa
294,4,2.96,Chengzihe
296,4,7.4,Beipai
306,4,4.48,Citeluk
310,4,7.32,"Conceição da Barra"
314,4,0.66,Pariaman
315,4,4.78,Manganitu
317,4,7.03,Kediren
318,4,8.69,Tuanjie
324,4,5.2,"Zhiqing Songduo"
332,4,7.65,Sanshan
334,4,5.27,"Inda Silas?"
336,4,8.66,Viñac
339,4,0.96,Rauco
345,4,6.16,Ejmiatsin
353,4,3.25,Matatiele
355,4,0.95,Jingyang
374,4,1.53,Balong
379,4,9.63,Kasese
381,4,9.83,Setúbal
383,4,9.61,Wangqingtuo
387,4,7.29,"Dún Laoghaire"
396,4,5.25,Xinji
402,4,5.88,Bilje
407,4,5.94,Darhan
408,4,5.42,"San José de Mayo"
417,4,2,"Curuzú Cuatiá"
427,4,8.87,Beichengqu
430,4,5.71,"Trà My"
437,4,5.21,"Santa Elena"
439,4,8.63,Szubin
444,4,2.26,Gaoqiao
449,4,9.17,Petropavlovsk
451,4,1.02,Helsingborg
453,4,8.44,Sechenovo
457,4,2.53,Znomenka
480,4,0.82,Dalai
486,4,9.62,Luchingu
489,4,3.03,Ditang
494,4,8.8,Ilek
495,4,3.49,Yuanmen
500,4,9.24,Dubinino
507,4,1.5,Sovetskaya
509,4,9.05,Diveyevo
512,4,9.01,Huolongping
519,4,7.1,"Villa Bisonó"
531,4,0.55,Tianxingchang
535,4,2,Cipeundeuy
546,4,6,Situsari
556,4,7.01,Cabalaoangan
557,4,7.14,Areni
560,4,9.86,Maribong
567,4,9.41,Luocheng
570,4,4.55,"San Jorge"
587,4,6.46,Tulusmulyo
588,4,6.62,Succha
596,4,1.82,Annecy
599,4,5.49,Pardelhas
603,4,9.09,Beigang
607,4,2.93,Partesh
611,4,7.16,"El Paso"
614,4,3.92,Loangmaka
615,4,5.36,Xiangcheng
627,4,2.2,Thívai
628,4,6.36,"Paris 08"
632,4,7.76,Sarv?b?d
636,4,8.17,Peterhof
638,4,7.88,Wolongquan
646,4,0.21,"San Cosme y Damián"
648,4,2.16,Yumbo
652,4,1.8,Ngunguru
667,4,1.6,Kuzhorskaya
671,4,2.1,Sujiatuo
681,4,3.05,Salamá
685,4,8,"Kota Kinabalu"
691,4,1.49,Buffalo
711,4,0.53,Göteborg
713,4,3.89,Xiaxi
714,4,1.62,Mamali
720,4,5.09,Magdug
722,4,6.66,Lurut
728,4,7.56,Nkurenkuru
730,4,0.17,D?ite?
738,4,7.3,Uyugan
742,4,5.69,"San Isidro"
746,4,7.02,"Inabaan Sur"
747,4,7.25,Klichaw
748,4,3.46,"La Roche-sur-Yon"
763,4,9.58,Niš
771,4,7.2,"Ribeira Quente"
772,4,8.14,Hihy?
773,4,7.69,Columbia
774,4,2.06,Sviblovo
776,4,6.51,Krajan
777,4,0.32,Tabio
779,4,3.93,"Ar Rif?‘"
787,4,9.38,Shanmu
790,4,9,Pontevedra
792,4,2.61,Oslo
794,4,3.03,Migues
797,4,3.56,Qianjin
799,4,0.14,Kamo
804,4,6.57,Ruyigi
827,4,4.11,Diapaga
832,4,5.57,Arbaoua
834,4,5.38,Isniq
838,4,1.54,"Saint Ann’s Bay"
839,4,8.63,"Kuala Terengganu"
840,4,7.67,Luxi
843,4,7.34,Jayune
852,4,6.82,"Umanday Centro"
855,4,2.85,Kostakioí
867,4,1.42,"Puerto Galera"
875,4,2.88,Dioila
883,4,1.35,Ambarakaraka
885,4,5.81,Peer
886,4,4.42,"Rucheng Chengguanzhen"
899,4,3.18,Kongsvinger
905,4,5.72,"Mi?n Chann?n"
915,4,3.41,Dhromolaxia
919,4,6.61,Baugo
922,4,4.71,"Póvoa de Penela"
926,4,8.69,Rungkang
936,4,2.82,Kembang
937,4,6.14,Guantouzui
939,4,6.35,"La Esperanza"
941,4,1.89,Soure
943,4,9.79,Vellinge
944,4,0.78,Lyubimets
950,4,8.13,"Areia Branca"
955,4,9.5,"Krajan Craken"
957,4,0.41,Otuke
958,4,6.07,Tegina
966,4,9.41,Hengpi
973,4,2.52,Shigu
979,4,4.2,Rantau
981,4,8.77,Washington
982,4,8.68,Manikchari
984,4,2.64,Sekartaji
985,4,9.09,"Dondar Qu?çu"
997,4,8.99,"Kotli Loh?r?n"
999,4,6.22,Klyuchi
9,5,0.25,"Boca do Acre"
20,5,8.28,Kalaxilike
22,5,2.21,Mao’er
27,5,7.47,Mondorf-les-Bains
32,5,8.39,Nacala
34,5,1.35,Tianxin
35,5,9.5,Breda
42,5,1.05,Tabant
47,5,6.59,Firmat
49,5,4.58,"Bandar-e ‘Asal?yeh"
53,5,6.81,"‘Ayn ?al?q?m"
57,5,0.07,Cruzília
65,5,1.19,Guilmaro
69,5,4.31,Wo?omin
71,5,5.97,Arbois
77,5,3.57,"El Bagre"
79,5,3.39,Soly
88,5,9.82,Kiuteta
90,5,0.11,Kanigorokrajan
98,5,6.01,Kingston
114,5,1.74,Ponggeok
116,5,6.89,Nangalisan
118,5,0.54,Huquan
123,5,4.68,Russas
125,5,3.13,Lakhdenpokh’ya
129,5,2.95,Ko?cielec
131,5,2.95,Prinza
134,5,3.49,Sundsvall
135,5,9.73,Huaccana
138,5,5.46,Sydney
141,5,8.32,Gerdu
146,5,3.47,Zhongshan
147,5,0.17,Tqibuli
149,5,1.16,"M??ng Nhé"
150,5,3.81,Wanlongshan
156,5,5.86,Trilj
165,5,3.44,Malicboy
172,5,3.56,Sumenep
173,5,4.41,Belleville
174,5,1.35,Turus
175,5,2.26,Dualing
178,5,2.6,Springfield
179,5,4.04,"Stari Grad"
185,5,7.57,Chebba
192,5,9.42,Riyadh
196,5,1.01,Apóstoles
202,5,1.13,Huaicheng
204,5,1.63,Sañgay
217,5,3.96,"Mo I Rana"
219,5,7.86,Maojiadian
225,5,6.95,Sirnasari
227,5,6.35,Bello
228,5,8.82,Feng’an
230,5,4.98,Lianshan
237,5,6.56,Noisy-le-Grand
239,5,1.31,Dulangan
240,5,0.67,Petrikov
241,5,1.51,Salima
253,5,4.78,"Novi Be?ej"
265,5,8.07,Quesada
271,5,2.16,Qiujima
274,5,5.57,Shahkot
278,5,0.69,Imtarfa
288,5,6.26,Arinos
300,5,5.79,Fengshan
301,5,7.84,Yushu
304,5,8.13,Anhai
305,5,6.69,Dupnitsa
308,5,4.04,Keruguya
319,5,8.27,Semang
320,5,4.4,Firmat
321,5,1.79,Espanola
326,5,8.4,"Santa Bernardina"
342,5,8.5,Tambobamba
343,5,4.47,Stoszowice
346,5,7.75,Columbus
356,5,7.59,Bilopillya
357,5,5.46,Zhuangke
363,5,4.86,Gingsir
364,5,7.74,Dongfanghong
365,5,2.3,Telengsari
372,5,8.79,Megulung
375,5,6.93,Colón
384,5,6.47,Molde
390,5,5.31,Steinkjer
392,5,5.07,Mawang
393,5,1.11,"El Doncello"
410,5,7.41,Dulolong
414,5,0.9,Hengpi
415,5,1.86,"Gourma Rharous"
420,5,7.1,"A Yun Pa"
423,5,7.31,Calape
428,5,9.88,Palhoça
438,5,3.32,Huangguan
440,5,6.88,Amper
441,5,0.64,Himeville
445,5,6.8,Järfälla
446,5,0.13,Liyuan
448,5,3.33,Plast
452,5,1.79,Rîbni?a
456,5,6.18,Padasuka
463,5,9.84,Laszki
465,5,9.66,Sainte-Anne-des-Monts
466,5,6.63,Polj?ane
470,5,6.54,"San Emilio"
472,5,8.49,"Santa Fe de la Vera Cruz"
490,5,9.48,Padilla
496,5,4.16,Trat
499,5,5.69,Kilifi
503,5,3.01,Ostrogozhsk
505,5,2.76,Mohelno
514,5,7.71,Savonlinna
520,5,5.83,Nab?nagar
522,5,1.29,"El Limón"
523,5,8.22,Hvozdná
526,5,8.07,Vid?e
527,5,8.48,Aíyira
530,5,5.48,Ntobo
536,5,2.84,Bovec
541,5,0.52,Karakul’
542,5,7.63,Bloomington
544,5,1.31,Joinville
545,5,7.98,Lachowice
552,5,4.86,Ježdovec
566,5,1.69,Langchuan
569,5,8.71,Kalino
572,5,6.98,Firminópolis
576,5,4.48,Saint-Chamond
578,5,6.68,Hushan
579,5,5.31,Lajedo
584,5,6.22,Takedamachi
593,5,3.14,Fruitvale
594,5,9.37,Hobscheid
598,5,1.49,Cartagena
605,5,6.74,Matiompong
608,5,8.15,Avellaneda
612,5,0.18,Katwijk
619,5,5.49,Mirocin
622,5,7.46,Bibiani
623,5,5.76,Brengkok
626,5,1.29,Shiwan
633,5,0.02,Lingmen
640,5,8.59,Nice
650,5,7.42,Harian
661,5,7.33,Borabue
662,5,6.89,Ipubi
666,5,8.06,Tim
677,5,8.58,Quixadá
